,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
1052,"[-10, -17, 12, -14, 15, -10, 22, -17]","[12, 22, -17, 15, -10, -17, -10, -14]","[-8, -15, 14, -12, 17, -8, 24, -15]","[-20, -34, 24, -28, 30, -20, 44, -34]","[-0.1, -0.058823529411764705, 0.08333333333333333, -0.07142857142857142, 0.06666666666666667, -0.1, 0.045454545454545456, -0.058823529411764705]","[-10, -17, 12, -14, 15, 2, -10, 22, -17]","[-10, -17, 12, -14, 15, -10, -17]",12,34,16,24,0.024509803921568624,17,5,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1053,"[10, 22, -10, -1, 25, 3, 29]","[29, 10, 25, 22, -10, -1, 3]","[12, 24, -8, 1, 27, 5, 31]","[20, 44, -20, -2, 50, 6, 58]","[0.1, 0.045454545454545456, -0.1, -1.0, 0.04, 0.3333333333333333, 0.034482758620689655]","[10, 2, 22, -10, -1, 25, 3, 29]","[10, 22, -1, 25, 3, 29]",32,47,36,64,0.3733333333333333,32,32,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1054,"[-26, -26, 9, 1, -7, 3, -22, -1, 16, 1, 6]","[9, 1, -22, 16, 1, -26, 3, -1, -7, -26, 6]","[-24, -24, 11, 3, -5, 5, -20, 1, 18, 3, 8]","[-52, -52, 18, 2, -14, 6, -44, -2, 32, 2, 12]","[-0.038461538461538464, -0.038461538461538464, 0.1111111111111111, 1.0, -0.14285714285714285, 0.3333333333333333, -0.045454545454545456, -1.0, 0.0625, 1.0, 0.16666666666666666]","[2, -26, -26, 9, 1, -7, 3, -22, -1, 16, 1, 6]","[-26, -26, 9, 1, -7, 3, -22, -1, 16, 6]",17,17,21,34,1.1666666666666667,17,22,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1055,"[-30, -14, -14, 23, 19, 10]","[10, 23, -14, -30, -14, 19]","[-28, -12, -12, 25, 21, 12]","[-60, -28, -28, 46, 38, 20]","[-0.03333333333333333, -0.07142857142857142, -0.07142857142857142, 0.043478260869565216, 0.05263157894736842, 0.1]","[-30, -14, -14, 23, 19, 10, 2]","[-14, -14, 23, 19, 10]",42,33,46,84,0.15263157894736842,42,42,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1056,"[18, 9, -25, 1, 8]","[9, 8, 1, -25, 18]","[20, 11, -23, 3, 10]","[36, 18, -50, 2, 16]","[0.05555555555555555, 0.1111111111111111, -0.04, 1.0, 0.125]","[18, 9, -25, 1, 8, 2]","[9, -25, 1, 8]",27,17,31,54,1.125,27,9,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1057,"[-19, -11, -17, 2, 13, -17, -12, -6, -18, -7]","[2, -19, -7, -12, -18, -17, -6, -11, -17, 13]","[-17, -9, -15, 4, 15, -15, -10, -4, -16, -5]","[-38, -22, -34, 4, 26, -34, -24, -12, -36, -14]","[-0.05263157894736842, -0.09090909090909091, -0.058823529411764705, 0.5, 0.07692307692307693, -0.058823529411764705, -0.08333333333333333, -0.16666666666666666, -0.05555555555555555, -0.14285714285714285]","[-19, -11, -17, 2, 13, 2, -17, -12, -6, -18, -7]","[-19, -11, -17, 13, -17, -12, -6, -18, -7]",15,-4,19,30,0.5769230769230769,15,-4,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1058,"[19, -5]","[-5, 19]","[21, -3]","[38, -10]","[0.05263157894736842, -0.2]","[2, 19, -5]",[19],14,14,18,28,-0.1473684210526316,21,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
1059,"[11, -1, -13, 25, 26, -3, -1, -15, 4, 6, 8, -9]","[-13, 6, -3, -1, 4, -1, 11, -9, 25, 26, -15, 8]","[13, 1, -11, 27, 28, -1, 1, -13, 6, 8, 10, -7]","[22, -2, -26, 50, 52, -6, -2, -30, 8, 12, 16, -18]","[0.09090909090909091, -1.0, -0.07692307692307693, 0.04, 0.038461538461538464, -0.3333333333333333, -1.0, -0.06666666666666667, 0.25, 0.16666666666666666, 0.125, -0.1111111111111111]","[11, -1, 2, -13, 25, 26, -3, -1, -15, 4, 6, 8, -9]","[11, -1, -13, 25, 26, -3, -1, -15, 6, 8, -9]",51,51,55,102,0.41666666666666663,51,51,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1060,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1061,"[16, -6, 15, 0, -17]","[15, -17, -6, 0, 16]","[18, -4, 17, 2, -15]","[32, -12, 30, 0, -34]","[0.0625, -0.16666666666666666, 0.06666666666666667, 'ZeroDivisionError', -0.058823529411764705]","[16, 2, -6, 15, 0, -17]","[16, -6, 0, -17]",15,16,19,30,error,18,10,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1062,"[-29, -4, -25, 0]","[-29, -25, -4, 0]","[-27, -2, -23, 2]","[-58, -8, -50, 0]","[-0.034482758620689655, -0.25, -0.04, 'ZeroDivisionError']","[2, -29, -4, -25, 0]","[-4, -25, 0]",-25,-4,-21,-50,error,-25,-25,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
1063,"[7, -14, 11, 14, -27, 19]","[7, 14, 19, 11, -27, -14]","[9, -12, 13, 16, -25, 21]","[14, -28, 22, 28, -54, 38]","[0.14285714285714285, -0.07142857142857142, 0.09090909090909091, 0.07142857142857142, -0.037037037037037035, 0.05263157894736842]","[7, 2, -14, 11, 14, -27, 19]","[7, -14, 11, 14, -27]",25,33,29,50,0.16233766233766234,25,25,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1064,"[2, -7, 10, -12, -5, -16, -17, -8, 10]","[10, 10, -7, -12, -16, -8, -5, 2, -17]","[4, -5, 12, -10, -3, -14, -15, -6, 12]","[4, -14, 20, -24, -10, -32, -34, -16, 20]","[0.5, -0.14285714285714285, 0.1, -0.08333333333333333, -0.2, -0.0625, -0.058823529411764705, -0.125, 0.1]","[2, -7, 10, 2, -12, -5, -16, -17, -8, 10]","[2, -7, 10, -12, -5, -16, -17, 10]",3,20,7,6,0.35714285714285715,12,3,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1065,"[-13, -13, -17, -3, 0, -14, 18, 11, 9, 9, -12]","[-3, 9, -13, -12, 0, -13, -14, 18, 9, -17, 11]","[-11, -11, -15, -1, 2, -12, 20, 13, 11, 11, -10]","[-26, -26, -34, -6, 0, -28, 36, 22, 18, 18, -24]","[-0.07692307692307693, -0.07692307692307693, -0.058823529411764705, -0.3333333333333333, 'ZeroDivisionError', -0.07142857142857142, 0.05555555555555555, 0.09090909090909091, 0.1111111111111111, 0.1111111111111111, -0.08333333333333333]","[-13, -13, -17, -3, 0, -14, 2, 18, 11, 9, 9, -12]","[-13, -13, -17, -3, 0, -14, 11, 9, 9, -12]",29,27,33,58,error,29,20,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1066,[-21],[-21],[-19],[-42],[-0.047619047619047616],"[-21, 2]",[],error,error,error,error,error,-19,error,error,error,error,error,error,error,error,error,error,error
1067,"[-30, -30, 12]","[-30, 12, -30]","[-28, -28, 14]","[-60, -60, 24]","[-0.03333333333333333, -0.03333333333333333, 0.08333333333333333]","[-30, -30, 12, 2]","[-30, -30]",-18,-18,-14,-36,0.049999999999999996,14,-60,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1068,"[0, 4, -18, 8, -6, -23, -13, -18, -9, 9, -11, 9]","[-18, -9, -13, -18, 4, 9, 8, -11, -23, 0, -6, 9]","[2, 6, -16, 10, -4, -21, -11, -16, -7, 11, -9, 11]","[0, 8, -36, 16, -12, -46, -26, -36, -18, 18, -22, 18]","['ZeroDivisionError', 0.25, -0.05555555555555555, 0.125, -0.16666666666666666, -0.043478260869565216, -0.07692307692307693, -0.05555555555555555, -0.1111111111111111, 0.1111111111111111, -0.09090909090909091, 0.1111111111111111]","[0, 4, -18, 8, -6, -23, -13, 2, -18, -9, 9, -11, 9]","[0, 4, -18, 8, -6, -23, -13, -18, 9, -11, 9]",4,17,8,8,error,4,4,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1069,"[-3, 6, -7, -6, 16, 26, -6, 7, 24, -7, -15, 21]","[16, -7, -3, -6, 21, 26, 7, 6, 24, -6, -15, -7]","[-1, 8, -5, -4, 18, 28, -4, 9, 26, -5, -13, 23]","[-6, 12, -14, -12, 32, 52, -12, 14, 48, -14, -30, 42]","[-0.3333333333333333, 0.16666666666666666, -0.14285714285714285, -0.16666666666666666, 0.0625, 0.038461538461538464, -0.16666666666666666, 0.14285714285714285, 0.041666666666666664, -0.14285714285714285, -0.06666666666666667, 0.047619047619047616]","[-3, 6, -7, -6, 16, 26, -6, 7, 2, 24, -7, -15, 21]","[-3, 6, -7, -6, 16, 26, -6, 7, 24, -7, 21]",42,47,46,84,0.1845238095238095,42,42,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1070,"[14, -5, -12, 3, 1, 11, 12, -21, -13]","[14, 12, -12, 1, -21, -5, 11, 3, -13]","[16, -3, -10, 5, 3, 13, 14, -19, -11]","[28, -10, -24, 6, 2, 22, 24, -42, -26]","[0.07142857142857142, -0.2, -0.08333333333333333, 0.3333333333333333, 1.0, 0.09090909090909091, 0.08333333333333333, -0.047619047619047616, -0.07692307692307693]","[14, -5, -12, 2, 3, 1, 11, 12, -21, -13]","[-5, -12, 3, 1, 11, 12, -21, -13]",23,26,27,46,1.3333333333333333,23,23,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1071,[-25],[-25],[-23],[-50],[-0.04],"[-25, 2]",[],error,error,error,error,error,-23,error,error,error,error,error,error,error,error,error,error,error
1072,[9],[9],[11],[18],[0.1111111111111111],"[9, 2]",[],error,error,error,error,error,11,error,error,error,error,error,error,error,error,error,error,error
1073,"[-29, 21, -3, 21, 6, -10, -29, 25, -16, 16, 25, -10, -10, 12]","[25, -29, 25, -29, -3, 21, 16, -10, -16, 12, 21, -10, 6, -10]","[-27, 23, -1, 23, 8, -8, -27, 27, -14, 18, 27, -8, -8, 14]","[-58, 42, -6, 42, 12, -20, -58, 50, -32, 32, 50, -20, -20, 24]","[-0.034482758620689655, 0.047619047619047616, -0.3333333333333333, 0.047619047619047616, 0.16666666666666666, -0.1, -0.034482758620689655, 0.04, -0.0625, 0.0625, 0.04, -0.1, -0.1, 0.08333333333333333]","[-29, 21, -3, 21, 6, -10, -29, 25, -16, 16, 25, 2, -10, -10, 12]","[-29, 21, -3, 21, 6, -10, -29, 25, -16, 16, 25, -10, 12]",41,37,45,82,0.21428571428571427,41,41,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1074,"[1, -22, -28, -33, -14, 2]","[-28, -22, 1, -14, -33, 2]","[3, -20, -26, -31, -12, 4]","[2, -44, -56, -66, -28, 4]","[1.0, -0.045454545454545456, -0.03571428571428571, -0.030303030303030304, -0.07142857142857142, 0.5]","[1, 2, -22, -28, -33, -14, 2]","[1, -22, -28, -14, 2]",-12,-13,-8,-24,0.9545454545454546,3,-12,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1075,"[-26, -2]","[-2, -26]","[-24, 0]","[-52, -4]","[-0.038461538461538464, -0.5]","[-26, 2, -2]",[-26],-28,-28,-24,-56,-0.5384615384615384,0,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
1076,"[14, 18, -31, -32, -32, -12, -2, -11, 0, 5, 9]","[-32, -11, -12, -31, -32, 18, -2, 14, 0, 5, 9]","[16, 20, -29, -30, -30, -10, 0, -9, 2, 7, 11]","[28, 36, -62, -64, -64, -24, -4, -22, 0, 10, 18]","[0.07142857142857142, 0.05555555555555555, -0.03225806451612903, -0.03125, -0.03125, -0.08333333333333333, -0.5, -0.09090909090909091, 'ZeroDivisionError', 0.2, 0.1111111111111111]","[14, 18, -31, -32, -32, -12, -2, -11, 0, 5, 9, 2]","[14, 18, -31, -32, -32, -12, -2, 0, 5, 9]",32,16,36,64,error,32,32,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1077,"[-7, 0, -14, -15, -23, 12, -20, 13, -25, 0, -15, -27, -25]","[-25, -15, 0, 12, -7, 13, -27, -14, -25, -23, 0, -15, -20]","[-5, 2, -12, -13, -21, 14, -18, 15, -23, 2, -13, -25, -23]","[-14, 0, -28, -30, -46, 24, -40, 26, -50, 0, -30, -54, -50]","[-0.14285714285714285, 'ZeroDivisionError', -0.07142857142857142, -0.06666666666666667, -0.043478260869565216, 0.08333333333333333, -0.05, 0.07692307692307693, -0.04, 'ZeroDivisionError', -0.06666666666666667, -0.037037037037037035, -0.04]","[-7, 0, -14, -15, -23, 12, 2, -20, 13, -25, 0, -15, -27, -25]","[-7, 0, -15, -23, 12, -20, 13, -25, 0, -15, -27, -25]",-7,12,-3,-14,error,14,-7,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
1078,"[-2, -12, 18, 16, 8, -3, -5, -2, 16, 21]","[8, 21, 18, -2, 16, -2, -5, -12, -3, 16]","[0, -10, 20, 18, 10, -1, -3, 0, 18, 23]","[-4, -24, 36, 32, 16, -6, -10, -4, 32, 42]","[-0.5, -0.08333333333333333, 0.05555555555555555, 0.0625, 0.125, -0.3333333333333333, -0.2, -0.5, 0.0625, 0.047619047619047616]","[-2, -12, 18, 2, 16, 8, -3, -5, -2, 16, 21]","[-2, -12, 18, 16, 8, -3, -5, 16, 21]",37,39,41,74,0.1875,37,37,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1079,"[-1, -13, 3, -9, -21, -21, -13, -20, -19, -18]","[-18, -20, -19, -13, -9, -1, -13, -21, 3, -21]","[1, -11, 5, -7, -19, -19, -11, -18, -17, -16]","[-2, -26, 6, -18, -42, -42, -26, -40, -38, -36]","[-1.0, -0.07692307692307693, 0.3333333333333333, -0.1111111111111111, -0.047619047619047616, -0.047619047619047616, -0.07692307692307693, -0.05, -0.05263157894736842, -0.05555555555555555]","[-1, -13, 3, -9, -21, -21, -13, -20, 2, -19, -18]","[-1, -13, 3, -9, -21, -21, -13, -19, -18]",-6,-10,-2,-12,0.2564102564102564,-6,-6,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1080,"[-18, -9, -20, 9, 22, 23, -12, -10, 11, -23, -1, -20, -14]","[-23, -14, 11, 23, -20, -12, -1, -10, 9, 22, -9, -20, -18]","[-16, -7, -18, 11, 24, 25, -10, -8, 13, -21, 1, -18, -12]","[-36, -18, -40, 18, 44, 46, -24, -20, 22, -46, -2, -40, -28]","[-0.05555555555555555, -0.1111111111111111, -0.05, 0.1111111111111111, 0.045454545454545456, 0.043478260869565216, -0.08333333333333333, -0.1, 0.09090909090909091, -0.043478260869565216, -1.0, -0.05, -0.07142857142857142]","[-18, -9, -20, 9, 22, 23, -12, 2, -10, 11, -23, -1, -20, -14]","[-18, -9, -20, 9, 22, 23, -12, 11, -23, -1, -20, -14]",45,34,49,90,0.15656565656565657,45,45,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1081,"[-24, 5]","[5, -24]","[-22, 7]","[-48, 10]","[-0.041666666666666664, 0.2]","[-24, 5, 2]",[5],-19,-19,-15,-38,0.15833333333333335,7,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
1082,"[-6, -9, 1, 13, -14, -5, 3, -4]","[-4, -6, 1, -5, -9, -14, 3, 13]","[-4, -7, 3, 15, -12, -3, 5, -2]","[-12, -18, 2, 26, -28, -10, 6, -8]","[-0.16666666666666666, -0.1111111111111111, 1.0, 0.07692307692307693, -0.07142857142857142, -0.2, 0.3333333333333333, -0.25]","[-6, 2, -9, 1, 13, -14, -5, 3, -4]","[-9, 1, 13, -14, -5, 3, -4]",14,16,18,28,1.0769230769230769,14,14,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1083,"[-4, 9]","[9, -4]","[-2, 11]","[-8, 18]","[-0.25, 0.1111111111111111]","[2, -4, 9]",[9],5,5,9,10,-0.1388888888888889,5,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
1084,"[-14, -8]","[-8, -14]","[-12, -6]","[-28, -16]","[-0.07142857142857142, -0.125]","[2, -14, -8]",[-14],-22,-22,-18,-44,-0.19642857142857142,-12,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
1085,"[22, 12, 13, 6, 8, -7, 2, 15, 13, 22, -13, 1]","[22, 13, 12, 6, 8, 2, -7, 15, 1, 22, 13, -13]","[24, 14, 15, 8, 10, -5, 4, 17, 15, 24, -11, 3]","[44, 24, 26, 12, 16, -14, 4, 30, 26, 44, -26, 2]","[0.045454545454545456, 0.08333333333333333, 0.07692307692307693, 0.16666666666666666, 0.125, -0.14285714285714285, 0.5, 0.06666666666666667, 0.07692307692307693, 0.045454545454545456, -0.07692307692307693, 1.0]","[2, 22, 12, 13, 6, 8, -7, 2, 15, 13, 22, -13, 1]","[22, 12, 13, 6, 8, -7, 2, 15, 22, -13, 1]",35,35,39,70,0.9230769230769231,35,37,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1086,"[-3, -29, -21]","[-21, -3, -29]","[-1, -27, -19]","[-6, -58, -42]","[-0.3333333333333333, -0.034482758620689655, -0.047619047619047616]","[2, -3, -29, -21]","[-3, -29]",-32,-24,-28,-64,-0.08210180623973727,-1,-32,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1087,"[16, -6]","[-6, 16]","[18, -4]","[32, -12]","[0.0625, -0.16666666666666666]","[16, -6, 2]",[-6],10,10,14,20,-0.10416666666666666,10,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
1088,"[15, -17, -18, -19, 5, 14, 4, -21, -20]","[-19, -20, -17, -21, 5, 15, 4, 14, -18]","[17, -15, -16, -17, 7, 16, 6, -19, -18]","[30, -34, -36, -38, 10, 28, 8, -42, -40]","[0.06666666666666667, -0.058823529411764705, -0.05555555555555555, -0.05263157894736842, 0.2, 0.07142857142857142, 0.25, -0.047619047619047616, -0.05]","[15, -17, -18, -19, 5, 14, 4, -21, -20, 2]","[15, -17, -18, -19, 14, 4, -21, -20]",19,20,23,38,0.3214285714285714,19,18,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1089,"[-2, -7, -17, -21, -19, -1]","[-19, -1, -17, -21, -7, -2]","[0, -5, -15, -19, -17, 1]","[-4, -14, -34, -42, -38, -2]","[-0.5, -0.14285714285714285, -0.058823529411764705, -0.047619047619047616, -0.05263157894736842, -1.0]","[-2, -7, 2, -17, -21, -19, -1]","[-2, -17, -21, -19, -1]",-9,-9,-5,-18,-0.10025062656641603,-5,-19,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1090,"[-3, -30, 11, 11]","[11, -30, 11, -3]","[-1, -28, 13, 13]","[-6, -60, 22, 22]","[-0.3333333333333333, -0.03333333333333333, 0.09090909090909091, 0.09090909090909091]","[-3, -30, 2, 11, 11]","[-3, -30, 11]",22,8,26,44,0.18181818181818182,22,-19,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1091,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1092,"[18, -11, 10, -14, -1, 3, 17, -1, -12, 22, -22, 5, 10]","[3, -14, -1, -22, 10, -11, 5, 10, -12, -1, 22, 17, 18]","[20, -9, 12, -12, 1, 5, 19, 1, -10, 24, -20, 7, 12]","[36, -22, 20, -28, -2, 6, 34, -2, -24, 44, -44, 10, 20]","[0.05555555555555555, -0.09090909090909091, 0.1, -0.07142857142857142, -1.0, 0.3333333333333333, 0.058823529411764705, -1.0, -0.08333333333333333, 0.045454545454545456, -0.045454545454545456, 0.2, 0.1]","[18, -11, 10, -14, -1, 2, 3, 17, -1, -12, 22, -22, 5, 10]","[18, 10, -14, -1, 3, 17, -1, -12, 22, -22, 5, 10]",20,39,24,40,0.39215686274509803,20,28,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1093,"[-23, -2, -20, -17, -15, -26, -23, 27, 5]","[27, -26, -23, -17, -15, -23, 5, -20, -2]","[-21, 0, -18, -15, -13, -24, -21, 29, 7]","[-46, -4, -40, -34, -30, -52, -46, 54, 10]","[-0.043478260869565216, -0.5, -0.05, -0.058823529411764705, -0.06666666666666667, -0.038461538461538464, -0.043478260869565216, 0.037037037037037035, 0.2]","[-23, -2, -20, -17, 2, -15, -26, -23, 27, 5]","[-23, -20, -17, -15, -26, -23, 27, 5]",32,1,36,64,0.23703703703703705,32,32,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1094,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1095,[9],[9],[11],[18],[0.1111111111111111],"[9, 2]",[],error,error,error,error,error,11,error,error,error,error,error,error,error,error,error,error,error
1096,[-17],[-17],[-15],[-34],[-0.058823529411764705],"[-17, 2]",[],error,error,error,error,error,-15,error,error,error,error,error,error,error,error,error,error,error
1097,"[9, -1, -18]","[-1, 9, -18]","[11, 1, -16]","[18, -2, -36]","[0.1111111111111111, -1.0, -0.05555555555555555]","[9, -1, -18, 2]","[9, -1]",8,8,12,16,-0.8888888888888888,8,8,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1098,"[14, 5]","[5, 14]","[16, 7]","[28, 10]","[0.07142857142857142, 0.2]","[14, 5, 2]",[14],19,19,23,38,0.27142857142857146,19,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
1099,"[10, -31, -7, 11, 2, 7, 15, -33, 3]","[2, 10, -31, -7, 15, 7, -33, 3, 11]","[12, -29, -5, 13, 4, 9, 17, -31, 5]","[20, -62, -14, 22, 4, 14, 30, -66, 6]","[0.1, -0.03225806451612903, -0.14285714285714285, 0.09090909090909091, 0.5, 0.14285714285714285, 0.06666666666666667, -0.030303030303030304, 0.3333333333333333]","[10, -31, -7, 11, 2, 7, 15, -33, 3, 2]","[10, -31, -7, 11, 7, 15, -33, 3]",22,22,26,44,0.6428571428571428,22,22,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1100,"[-30, -20, -8, -10, 13, -3]","[-10, -30, -20, 13, -8, -3]","[-28, -18, -6, -8, 15, -1]","[-60, -40, -16, -20, 26, -6]","[-0.03333333333333333, -0.05, -0.125, -0.1, 0.07692307692307693, -0.3333333333333333]","[-30, -20, 2, -8, -10, 13, -3]","[-20, -8, -10, 13, -3]",10,5,14,20,-0.023076923076923078,10,10,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1101,"[10, 11, 20]","[11, 20, 10]","[12, 13, 22]","[20, 22, 40]","[0.1, 0.09090909090909091, 0.05]","[10, 2, 11, 20]","[11, 20]",31,31,35,62,0.19090909090909092,31,31,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1102,"[19, -1, 12, 17, -14, 23, -2, 4, -12, 3]","[3, 17, -2, 23, 12, -1, -14, 19, -12, 4]","[21, 1, 14, 19, -12, 25, 0, 6, -10, 5]","[38, -2, 24, 34, -28, 46, -4, 8, -24, 6]","[0.05263157894736842, -1.0, 0.08333333333333333, 0.058823529411764705, -0.07142857142857142, 0.043478260869565216, -0.5, 0.25, -0.08333333333333333, 0.3333333333333333]","[19, -1, 12, 17, -14, 2, 23, -2, 4, -12, 3]","[19, 12, 17, -14, 23, -2, 4, -12, 3]",29,35,33,58,0.25,29,31,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1103,"[-21, -7, 12]","[12, -7, -21]","[-19, -5, 14]","[-42, -14, 24]","[-0.047619047619047616, -0.14285714285714285, 0.08333333333333333]","[-21, -7, 12, 2]","[-21, -7]",5,5,9,10,-0.05952380952380952,14,-28,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1104,"[22, 21, -4, -33, -13, -2, -3, -23, -31]","[-23, 21, -13, -33, -4, -2, -3, 22, -31]","[24, 23, -2, -31, -11, 0, -1, -21, -29]","[44, 42, -8, -66, -26, -4, -6, -46, -62]","[0.045454545454545456, 0.047619047619047616, -0.25, -0.030303030303030304, -0.07692307692307693, -0.5, -0.3333333333333333, -0.043478260869565216, -0.03225806451612903]","[22, 21, 2, -4, -33, -13, -2, -3, -23, -31]","[22, 21, -4, -13, -2, -3, -23, -31]",43,19,47,86,0.09307359307359307,43,43,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1105,"[-10, -1, -7, 13, -11, -6, 5, -17, 14, 13, 7, -14]","[-17, -10, -1, -14, 5, -7, 7, -6, -11, 13, 14, 13]","[-8, 1, -5, 15, -9, -4, 7, -15, 16, 15, 9, -12]","[-20, -2, -14, 26, -22, -12, 10, -34, 28, 26, 14, -28]","[-0.1, -1.0, -0.14285714285714285, 0.07692307692307693, -0.09090909090909091, -0.16666666666666666, 0.2, -0.058823529411764705, 0.07142857142857142, 0.07692307692307693, 0.14285714285714285, -0.07142857142857142]","[-10, -1, -7, 13, -11, 2, -6, 5, -17, 14, 13, 7, -14]","[-10, -1, 13, -11, -6, 5, -17, 14, 13, 7, -14]",27,27,31,54,0.21978021978021978,27,27,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1106,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1107,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1108,"[-9, 26, 20, -16, -13, 13, 20, -11, 0, 17, 7]","[17, 13, -9, 20, 7, 20, -11, 26, -13, 0, -16]","[-7, 28, 22, -14, -11, 15, 22, -9, 2, 19, 9]","[-18, 52, 40, -32, -26, 26, 40, -22, 0, 34, 14]","[-0.1111111111111111, 0.038461538461538464, 0.05, -0.0625, -0.07692307692307693, 0.07692307692307693, 0.05, -0.09090909090909091, 'ZeroDivisionError', 0.058823529411764705, 0.14285714285714285]","[-9, 26, 20, -16, -13, 13, 20, -11, 0, 17, 7, 2]","[-9, 26, 20, -16, -13, 13, 20, -11, 0, 17]",46,30,50,92,error,46,46,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1109,"[16, -4, 24, -17, -19, -10, -15]","[24, -10, -15, 16, -4, -17, -19]","[18, -2, 26, -15, -17, -8, -13]","[32, -8, 48, -34, -38, -20, -30]","[0.0625, -0.25, 0.041666666666666664, -0.058823529411764705, -0.05263157894736842, -0.1, -0.06666666666666667]","[2, 16, -4, 24, -17, -19, -10, -15]","[16, -4, 24, -17, -19, -10]",20,14,24,40,-0.01715686274509804,20,20,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1110,"[0, -13, -21, -17, -5]","[-21, -13, 0, -5, -17]","[2, -11, -19, -15, -3]","[0, -26, -42, -34, -10]","['ZeroDivisionError', -0.07692307692307693, -0.047619047619047616, -0.058823529411764705, -0.2]","[0, 2, -13, -21, -17, -5]","[0, -13, -21, -5]",-13,-5,-9,-26,error,2,-13,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
