,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
54,"[-30, -19, 2, 25, 8, -8, -1, 30, -8, 20, 25, -18]","[-19, -18, 30, 2, -30, -8, 20, 8, 25, -8, 25, -1]","[-28, -17, 4, 27, 10, -6, 1, 32, -6, 22, 27, -16]","[-60, -38, 4, 50, 16, -16, -2, 60, -16, 40, 50, -36]","[-0.03333333333333333, -0.05263157894736842, 0.5, 0.04, 0.125, -0.125, -1.0, 0.03333333333333333, -0.125, 0.05, 0.04, -0.05555555555555555]","[-30, -19, 2, 25, 8, -8, -1, 30, -8, 20, 25, -18, 2]","[-30, -19, 25, 8, -8, -1, 30, -8, 20, 25, -18]",45,33,49,90,0.54,45,45,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
55,"[23, -24, -9, 6, 8, 21, 12]","[-24, 23, 21, 12, 8, -9, 6]","[25, -22, -7, 8, 10, 23, 14]","[46, -48, -18, 12, 16, 42, 24]","[0.043478260869565216, -0.041666666666666664, -0.1111111111111111, 0.16666666666666666, 0.125, 0.047619047619047616, 0.08333333333333333]","[23, -24, -9, 6, 8, 21, 12, 2]","[23, -24, -9, 6, 8, 12]",33,44,37,66,0.29166666666666663,33,20,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
56,"[0, 17, 7, -25, 5, -18, -9, -19, -18, 1]","[17, 7, -25, -18, 1, 0, -9, -19, 5, -18]","[2, 19, 9, -23, 7, -16, -7, -17, -16, 3]","[0, 34, 14, -50, 10, -36, -18, -38, -36, 2]","['ZeroDivisionError', 0.058823529411764705, 0.14285714285714285, -0.04, 0.2, -0.05555555555555555, -0.1111111111111111, -0.05263157894736842, -0.05555555555555555, 1.0]","[0, 17, 7, -25, 2, 5, -18, -9, -19, -18, 1]","[0, 17, 7, -25, -18, -9, -19, -18, 1]",24,24,28,48,error,24,24,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
57,"[20, 6]","[6, 20]","[22, 8]","[40, 12]","[0.05, 0.16666666666666666]","[20, 2, 6]",[20],26,26,30,52,0.21666666666666667,22,error,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
58,"[-26, -29, -24, 12, -26, 16, -30, 8, -18, 22, -8, -20, -25]","[-8, 12, 8, -26, 22, -18, -26, -30, 16, -20, -29, -24, -25]","[-24, -27, -22, 14, -24, 18, -28, 10, -16, 24, -6, -18, -23]","[-52, -58, -48, 24, -52, 32, -60, 16, -36, 44, -16, -40, -50]","[-0.038461538461538464, -0.034482758620689655, -0.041666666666666664, 0.08333333333333333, -0.038461538461538464, 0.0625, -0.03333333333333333, 0.125, -0.05555555555555555, 0.045454545454545456, -0.125, -0.05, -0.04]","[-26, -29, -24, 12, -26, 16, -30, 8, -18, 2, 22, -8, -20, -25]","[-26, -29, -24, 12, -26, 16, -30, 8, -18, -8, -20, -25]",14,20,18,28,0.09166666666666667,24,-10,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
59,"[4, -4, -3, 9, 13, -13, -15, -20, 8, 8, -18]","[-15, -18, 4, -13, -3, 13, -4, -20, 8, 8, 9]","[6, -2, -1, 11, 15, -11, -13, -18, 10, 10, -16]","[8, -8, -6, 18, 26, -26, -30, -40, 16, 16, -36]","[0.25, -0.25, -0.3333333333333333, 0.1111111111111111, 0.07692307692307693, -0.07692307692307693, -0.06666666666666667, -0.05, 0.125, 0.125, -0.05555555555555555]","[4, -4, -3, 9, 13, -13, -15, -20, 2, 8, 8, -18]","[-4, -3, 9, 13, -13, -15, -20, 8, 8, -18]",22,17,26,44,0.25,22,22,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
60,"[-1, -10, 11, 2, -17, 20, 12, -27, 17, 22, 0]","[12, 20, -10, -17, 11, 17, -27, 0, -1, 22, 2]","[1, -8, 13, 4, -15, 22, 14, -25, 19, 24, 2]","[-2, -20, 22, 4, -34, 40, 24, -54, 34, 44, 0]","[-1.0, -0.1, 0.09090909090909091, 0.5, -0.058823529411764705, 0.05, 0.08333333333333333, -0.037037037037037035, 0.058823529411764705, 0.045454545454545456, 'ZeroDivisionError']","[-1, -10, 11, 2, 2, -17, 20, 12, -27, 17, 22, 0]","[-1, -10, 11, 2, -17, 20, 12, -27, 17, 0]",39,32,43,78,error,39,32,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
61,"[-25, -13, -24, 12, 5, 24, -3, 15, 1, -5, 16, 26, -4, -14]","[-25, 15, 16, 1, -13, -14, -24, -5, 12, 5, -3, 24, 26, -4]","[-23, -11, -22, 14, 7, 26, -1, 17, 3, -3, 18, 28, -2, -12]","[-50, -26, -48, 24, 10, 48, -6, 30, 2, -10, 32, 52, -8, -28]","[-0.04, -0.07692307692307693, -0.041666666666666664, 0.08333333333333333, 0.2, 0.041666666666666664, -0.3333333333333333, 0.06666666666666667, 1.0, -0.2, 0.0625, 0.038461538461538464, -0.25, -0.07142857142857142]","[-25, -13, 2, -24, 12, 5, 24, -3, 15, 1, -5, 16, 26, -4, -14]","[-25, -13, -24, 5, 24, -3, 15, 1, -5, 16, 26, -4, -14]",42,50,46,84,1.0666666666666667,42,42,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
62,"[19, -21, 14, -3, -22, -23, -9, -12, -3, -11, -30, -27]","[14, -27, 19, -22, -9, -3, -30, -3, -23, -12, -11, -21]","[21, -19, 16, -1, -20, -21, -7, -10, -1, -9, -28, -25]","[38, -42, 28, -6, -44, -46, -18, -24, -6, -22, -60, -54]","[0.05263157894736842, -0.047619047619047616, 0.07142857142857142, -0.3333333333333333, -0.045454545454545456, -0.043478260869565216, -0.1111111111111111, -0.08333333333333333, -0.3333333333333333, -0.09090909090909091, -0.03333333333333333, -0.037037037037037035]","[19, 2, -21, 14, -3, -22, -23, -9, -12, -3, -11, -30, -27]","[19, -21, 14, -3, -22, -23, -9, -12, -11, -30, -27]",11,-3,15,22,0.023809523809523808,21,11,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
63,"[-17, -12, 27, 3, 23, 2, 14, -6, 26, 4, 23, 30, -10, 10]","[-12, 26, 3, 23, 2, 23, 30, 4, -6, -10, 14, 10, 27, -17]","[-15, -10, 29, 5, 25, 4, 16, -4, 28, 6, 25, 32, -8, 12]","[-34, -24, 54, 6, 46, 4, 28, -12, 52, 8, 46, 60, -20, 20]","[-0.058823529411764705, -0.08333333333333333, 0.037037037037037035, 0.3333333333333333, 0.043478260869565216, 0.5, 0.07142857142857142, -0.16666666666666666, 0.038461538461538464, 0.25, 0.043478260869565216, 0.03333333333333333, -0.1, 0.1]","[-17, -12, 27, 3, 23, 2, 2, 14, -6, 26, 4, 23, 30, -10, 10]","[-17, -12, 3, 23, 2, 14, -6, 26, 4, 23, 30, -10, 10]",53,53,57,106,0.5714285714285714,53,53,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
64,"[4, 19, 12, 16, 20, 1, 5, -2, -11, 9, -6]","[-6, -11, -2, 19, 9, 5, 12, 4, 16, 1, 20]","[6, 21, 14, 18, 22, 3, 7, 0, -9, 11, -4]","[8, 38, 24, 32, 40, 2, 10, -4, -22, 18, -12]","[0.25, 0.05263157894736842, 0.08333333333333333, 0.0625, 0.05, 1.0, 0.2, -0.5, -0.09090909090909091, 0.1111111111111111, -0.16666666666666666]","[4, 19, 12, 16, 20, 1, 5, -2, -11, 9, -6, 2]","[4, 12, 16, 20, 1, 5, -2, -11, 9, -6]",36,28,40,72,1.2,36,36,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
65,"[20, -18, 14, -1, -14, -3, -5, -4, -2]","[14, 20, -4, -18, -5, -3, -14, -1, -2]","[22, -16, 16, 1, -12, -1, -3, -2, 0]","[40, -36, 28, -2, -28, -6, -10, -8, -4]","[0.05, -0.05555555555555555, 0.07142857142857142, -1.0, -0.07142857142857142, -0.3333333333333333, -0.2, -0.25, -0.5]","[20, -18, 2, 14, -1, -14, -3, -5, -4, -2]","[20, -18, 14, -1, -14, -5, -4, -2]",13,34,17,26,0.015873015873015872,16,13,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
66,"[-13, -6, 8, 9, 16, -7, 13]","[9, -6, 13, -13, -7, 16, 8]","[-11, -4, 10, 11, 18, -5, 15]","[-26, -12, 16, 18, 32, -14, 26]","[-0.07692307692307693, -0.16666666666666666, 0.125, 0.1111111111111111, 0.0625, -0.14285714285714285, 0.07692307692307693]","[-13, -6, 8, 2, 9, 16, -7, 13]","[-13, -6, 8, 9, 16, 13]",25,24,29,50,0.2361111111111111,25,29,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
67,"[14, -9, 20, -5, 17, 13, -9, 4, 8, -12, 4, -2, 4]","[8, 13, 4, 17, -2, 20, -5, -12, -9, 4, -9, 4, 14]","[16, -7, 22, -3, 19, 15, -7, 6, 10, -10, 6, 0, 6]","[28, -18, 40, -10, 34, 26, -18, 8, 16, -24, 8, -4, 8]","[0.07142857142857142, -0.1111111111111111, 0.05, -0.2, 0.058823529411764705, 0.07692307692307693, -0.1111111111111111, 0.25, 0.125, -0.08333333333333333, 0.25, -0.5, 0.25]","[2, 14, -9, 20, -5, 17, 13, -9, 4, 8, -12, 4, -2, 4]","[14, -9, 20, 17, 13, -9, 4, 8, -12, 4, -2, 4]",30,21,34,60,0.375,30,37,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
68,"[1, -13, 12, 14, 21, 21, 22, 11, 16, -8, -7, 20, -15]","[-7, 22, -13, 1, 14, -8, 11, 21, 12, 16, 20, -15, 21]","[3, -11, 14, 16, 23, 23, 24, 13, 18, -6, -5, 22, -13]","[2, -26, 24, 28, 42, 42, 44, 22, 32, -16, -14, 40, -30]","[1.0, -0.07692307692307693, 0.08333333333333333, 0.07142857142857142, 0.047619047619047616, 0.047619047619047616, 0.045454545454545456, 0.09090909090909091, 0.0625, -0.125, -0.14285714285714285, 0.05, -0.06666666666666667]","[1, -13, 12, 14, 21, 21, 22, 2, 11, 16, -8, -7, 20, -15]","[1, -13, 12, 14, 21, 21, 22, 11, 16, -8, -7, -15]",43,36,47,86,0.9230769230769231,43,43,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
69,"[-8, 6, -12, -16, 18, 0, 7, 6, -7]","[7, 6, -7, -8, -16, 18, -12, 6, 0]","[-6, 8, -10, -14, 20, 2, 9, 8, -5]","[-16, 12, -24, -32, 36, 0, 14, 12, -14]","[-0.125, 0.16666666666666666, -0.08333333333333333, -0.0625, 0.05555555555555555, 'ZeroDivisionError', 0.14285714285714285, 0.16666666666666666, -0.14285714285714285]","[-8, 6, -12, -16, 18, 0, 7, 6, -7, 2]","[-8, 6, -16, 18, 0, 7, 6, -7]",18,13,22,36,error,18,18,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
70,"[-2, 2, -13]","[-13, -2, 2]","[0, 4, -11]","[-4, 4, -26]","[-0.5, 0.5, -0.07692307692307693]","[-2, 2, -13, 2]","[-2, -13]",0,0,4,0,0.4230769230769231,0,-15,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
71,"[-22, -9, -1, -9, -22, 27]","[-1, -9, -22, -22, -9, 27]","[-20, -7, 1, -7, -20, 29]","[-44, -18, -2, -18, -44, 54]","[-0.045454545454545456, -0.1111111111111111, -1.0, -0.1111111111111111, -0.045454545454545456, 0.037037037037037035]","[-22, -9, -1, -9, 2, -22, 27]","[-22, -9, -1, -9, -22]",5,18,9,10,-0.00841750841750842,5,-10,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
72,"[1, -8, -7, -7, -9, 9, -12, -13, 19, 12, -5, 11]","[12, -9, 1, 19, 9, 11, -12, -8, -5, -13, -7, -7]","[3, -6, -5, -5, -7, 11, -10, -11, 21, 14, -3, 13]","[2, -16, -14, -14, -18, 18, -24, -26, 38, 24, -10, 22]","[1.0, -0.125, -0.14285714285714285, -0.14285714285714285, -0.1111111111111111, 0.1111111111111111, -0.08333333333333333, -0.07692307692307693, 0.05263157894736842, 0.08333333333333333, -0.2, 0.09090909090909091]","[1, -8, -7, -7, -9, 9, -12, -13, 19, 12, -5, 2, 11]","[1, -8, -7, -7, 9, -12, -13, 19, 12, -5, 11]",31,28,35,62,0.875,31,31,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
73,"[3, 5, 7, -19, 3, -17, 0, -8, 21, -9, 15, -19, 24]","[0, -9, -19, -8, -19, 7, 5, 15, -17, 3, 24, 21, 3]","[5, 7, 9, -17, 5, -15, 2, -6, 23, -7, 17, -17, 26]","[6, 10, 14, -38, 6, -34, 0, -16, 42, -18, 30, -38, 48]","[0.3333333333333333, 0.2, 0.14285714285714285, -0.05263157894736842, 0.3333333333333333, -0.058823529411764705, 'ZeroDivisionError', -0.125, 0.047619047619047616, -0.1111111111111111, 0.06666666666666667, -0.05263157894736842, 0.041666666666666664]","[3, 5, 7, -19, 3, -17, 0, -8, 21, -9, 15, -19, 2, 24]","[3, 7, -19, 3, -17, 0, -8, 21, -9, 15, -19, 24]",13,45,17,26,error,26,13,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
74,"[7, -17, 8, -10, -10, -7, -12, -8, 7, -11, -7]","[-10, 8, -17, -11, -12, -7, -7, -8, 7, 7, -10]","[9, -15, 10, -8, -8, -5, -10, -6, 9, -9, -5]","[14, -34, 16, -20, -20, -14, -24, -16, 14, -22, -14]","[0.14285714285714285, -0.058823529411764705, 0.125, -0.1, -0.1, -0.14285714285714285, -0.08333333333333333, -0.125, 0.14285714285714285, -0.09090909090909091, -0.14285714285714285]","[7, -17, 8, -10, -10, 2, -7, -12, -8, 7, -11, -7]","[7, -17, 8, -10, -7, -12, -8, 7, -11, -7]",-1,14,3,-2,0.08403361344537814,-1,-1,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
75,"[-14, 12, -4, 7, 7, 11, -4, -1, -9, -1, 0, -5]","[0, -4, 7, -4, -5, 11, -1, 7, 12, -1, -9, -14]","[-12, 14, -2, 9, 9, 13, -2, 1, -7, 1, 2, -3]","[-28, 24, -8, 14, 14, 22, -8, -2, -18, -2, 0, -10]","[-0.07142857142857142, 0.08333333333333333, -0.25, 0.14285714285714285, 0.14285714285714285, 0.09090909090909091, -0.25, -1.0, -0.1111111111111111, -1.0, 'ZeroDivisionError', -0.2]","[-14, 12, -4, 7, 7, 11, -4, -1, -9, -1, 2, 0, -5]","[-14, 12, -4, 7, 7, 11, -4, -1, -9, -1, 0]",18,19,22,36,error,18,18,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
76,"[-21, -9, -18, -21]","[-21, -18, -9, -21]","[-19, -7, -16, -19]","[-42, -18, -36, -42]","[-0.047619047619047616, -0.1111111111111111, -0.05555555555555555, -0.047619047619047616]","[-21, 2, -9, -18, -21]","[-21, -18, -21]",-27,-27,-23,-54,-0.10317460317460317,-7,-39,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
77,[19],[19],[21],[38],[0.05263157894736842],"[19, 2]",[],error,error,error,error,error,21,error,error,error,error,error,error,error,error,error,error,error
78,"[16, -15, -15, -15, 19, 8, 5, 15, 21, -16, -7, 10, -3]","[5, -7, 21, 15, -15, -16, 16, -15, -15, 8, -3, 19, 10]","[18, -13, -13, -13, 21, 10, 7, 17, 23, -14, -5, 12, -1]","[32, -30, -30, -30, 38, 16, 10, 30, 42, -32, -14, 20, -6]","[0.0625, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, 0.05263157894736842, 0.125, 0.2, 0.06666666666666667, 0.047619047619047616, -0.0625, -0.14285714285714285, 0.1, -0.3333333333333333]","[16, -15, -15, -15, 19, 8, 5, 15, 21, -16, -7, 10, -3, 2]","[16, -15, -15, -15, 19, 8, 5, 15, 21, -7, 10, -3]",36,36,40,72,0.325,36,36,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
79,"[4, 17, -15]","[17, 4, -15]","[6, 19, -13]","[8, 34, -30]","[0.25, 0.058823529411764705, -0.06666666666666667]","[4, 2, 17, -15]","[4, -15]",21,21,25,42,0.3088235294117647,19,-11,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
80,"[13, -5, -23, -28, 29]","[-5, -23, -28, 29, 13]","[15, -3, -21, -26, 31]","[26, -10, -46, -56, 58]","[0.07692307692307693, -0.2, -0.043478260869565216, -0.03571428571428571, 0.034482758620689655]","[13, -5, 2, -23, -28, 29]","[13, -5, -23, -28]",8,42,12,16,-0.0012315270935960576,8,8,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
81,"[-13, 22, -17, 12, -6, 7, -14, 11, -24]","[-17, -14, 7, -24, 11, 22, -6, 12, -13]","[-11, 24, -15, 14, -4, 9, -12, 13, -22]","[-26, 44, -34, 24, -12, 14, -28, 22, -48]","[-0.07692307692307693, 0.045454545454545456, -0.058823529411764705, 0.08333333333333333, -0.16666666666666666, 0.14285714285714285, -0.07142857142857142, 0.09090909090909091, -0.041666666666666664]","[-13, 22, 2, -17, 12, -6, 7, -14, 11, -24]","[-13, 22, -17, 12, 7, -14, 11, -24]",9,33,13,18,0.07142857142857142,24,19,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
82,"[-6, -3, -15, -8]","[-15, -6, -8, -3]","[-4, -1, -13, -6]","[-12, -6, -30, -16]","[-0.16666666666666666, -0.3333333333333333, -0.06666666666666667, -0.125]","[-6, -3, 2, -15, -8]","[-6, -3, -15]",-9,-11,-5,-18,-0.19166666666666665,-1,-9,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
83,"[-15, -7, 2, -8, 5, -23, 9, -17, 17, -6, -17, -12]","[-8, 2, 9, -17, -6, -17, -7, -12, 17, 5, -23, -15]","[-13, -5, 4, -6, 7, -21, 11, -15, 19, -4, -15, -10]","[-30, -14, 4, -16, 10, -46, 18, -34, 34, -12, -34, -24]","[-0.06666666666666667, -0.14285714285714285, 0.5, -0.125, 0.2, -0.043478260869565216, 0.1111111111111111, -0.058823529411764705, 0.058823529411764705, -0.16666666666666666, -0.058823529411764705, -0.08333333333333333]","[-15, -7, 2, -8, 5, -23, 9, -17, 17, -6, -17, -12, 2]","[-15, -7, 2, -8, 5, -23, 9, -17, -6, -17, -12]",11,22,15,22,0.375,11,-3,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
84,"[1, 9, 0, 7, -4, -7, 8, 17]","[8, 17, 1, -4, 0, -7, 9, 7]","[3, 11, 2, 9, -2, -5, 10, 19]","[2, 18, 0, 14, -8, -14, 16, 34]","[1.0, 0.1111111111111111, 'ZeroDivisionError', 0.14285714285714285, -0.25, -0.14285714285714285, 0.125, 0.058823529411764705]","[1, 9, 0, 7, -4, -7, 2, 8, 17]","[1, 9, 0, -4, -7, 8, 17]",25,25,29,50,error,25,25,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
85,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
86,"[-21, 4, 6, 11, -9, 1, 4, -26, -20, -2]","[-21, 1, 4, 11, -26, -20, -9, 4, -2, 6]","[-19, 6, 8, 13, -7, 3, 6, -24, -18, 0]","[-42, 8, 12, 22, -18, 2, 8, -52, -40, -4]","[-0.047619047619047616, 0.25, 0.16666666666666666, 0.09090909090909091, -0.1111111111111111, 1.0, 0.25, -0.038461538461538464, -0.05, -0.5]","[-21, 4, 6, 11, -9, 1, 2, 4, -26, -20, -2]","[-21, 4, 6, 11, -9, 4, -26, -20, -2]",17,15,21,34,1.25,17,17,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
87,[-10],[-10],[-8],[-20],[-0.1],"[-10, 2]",[],error,error,error,error,error,-8,error,error,error,error,error,error,error,error,error,error,error
88,"[-8, -5, 1, -20, -19, -17, 13, 1, -26, -9, -10]","[-17, -20, -19, 13, -26, -10, -5, -8, 1, 1, -9]","[-6, -3, 3, -18, -17, -15, 15, 3, -24, -7, -8]","[-16, -10, 2, -40, -38, -34, 26, 2, -52, -18, -20]","[-0.125, -0.2, 1.0, -0.05, -0.05263157894736842, -0.058823529411764705, 0.07692307692307693, 1.0, -0.038461538461538464, -0.1111111111111111, -0.1]","[-8, -5, 1, -20, -19, -17, 13, 1, -26, -9, 2, -10]","[-8, -5, 1, -20, -19, -17, 13, 1, -9, -10]",14,2,18,28,1.0769230769230769,14,14,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
89,"[11, 7, -4, 14, -1, -12, -16, -12, 0, -4, 3, -11]","[-4, -1, -16, -12, -11, -12, 14, 7, 0, -4, 11, 3]","[13, 9, -2, 16, 1, -10, -14, -10, 2, -2, 5, -9]","[22, 14, -8, 28, -2, -24, -32, -24, 0, -8, 6, -22]","[0.09090909090909091, 0.14285714285714285, -0.25, 0.07142857142857142, -1.0, -0.08333333333333333, -0.0625, -0.08333333333333333, 'ZeroDivisionError', -0.25, 0.3333333333333333, -0.09090909090909091]","[11, 7, -4, 14, -1, -12, -16, 2, -12, 0, -4, 3, -11]","[11, -4, 14, -1, -12, -16, -12, 0, -4, 3, -11]",18,21,22,36,error,18,13,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
90,"[-17, -10, -3, 26, -15, -22, -1, 24, 19, 22, 4, -5, 4, 11]","[-10, -22, 26, 22, 24, -17, -1, -15, -3, 19, 4, 11, 4, -5]","[-15, -8, -1, 28, -13, -20, 1, 26, 21, 24, 6, -3, 6, 13]","[-34, -20, -6, 52, -30, -44, -2, 48, 38, 44, 8, -10, 8, 22]","[-0.058823529411764705, -0.1, -0.3333333333333333, 0.038461538461538464, -0.06666666666666667, -0.045454545454545456, -1.0, 0.041666666666666664, 0.05263157894736842, 0.045454545454545456, 0.25, -0.2, 0.25, 0.09090909090909091]","[-17, -10, -3, 26, -15, 2, -22, -1, 24, 19, 22, 4, -5, 4, 11]","[-17, -10, -3, 26, -15, -22, -1, 24, 19, 22, 4, -5, 11]",43,48,47,86,0.34090909090909094,43,43,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
91,"[11, 13, 16, 3, -13, 5, 15, -14, 3, -7, 8, 19, -18, 17]","[-7, 11, -18, 3, 5, 15, 16, 17, 19, 3, 13, 8, -13, -14]","[13, 15, 18, 5, -11, 7, 17, -12, 5, -5, 10, 21, -16, 19]","[22, 26, 32, 6, -26, 10, 30, -28, 6, -14, 16, 38, -36, 34]","[0.09090909090909091, 0.07692307692307693, 0.0625, 0.3333333333333333, -0.07692307692307693, 0.2, 0.06666666666666667, -0.07142857142857142, 0.3333333333333333, -0.14285714285714285, 0.125, 0.05263157894736842, -0.05555555555555555, 0.058823529411764705]","[11, 13, 16, 3, -13, 5, 15, -14, 3, -7, 2, 8, 19, -18, 17]","[11, 13, 16, 3, -13, 15, -14, 3, -7, 8, 19, -18, 17]",29,36,33,58,0.3958333333333333,29,29,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
92,"[-23, 1, -17, 9, -24, 14]","[-17, -24, 14, -23, 1, 9]","[-21, 3, -15, 11, -22, 16]","[-46, 2, -34, 18, -48, 28]","[-0.043478260869565216, 1.0, -0.058823529411764705, 0.1111111111111111, -0.041666666666666664, 0.07142857142857142]","[-23, 2, 1, -17, 9, -24, 14]","[-23, 1, -17, 9, 14]",-8,10,-4,-16,0.9565217391304348,3,23,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
93,"[-8, 2, -11, -7, 6, 10, -6]","[-8, -7, -6, -11, 6, 2, 10]","[-6, 4, -9, -5, 8, 12, -4]","[-16, 4, -22, -14, 12, 20, -12]","[-0.125, 0.5, -0.09090909090909091, -0.14285714285714285, 0.16666666666666666, 0.1, -0.16666666666666666]","[-8, 2, -11, 2, -7, 6, 10, -6]","[2, -11, -7, 6, 10, -6]",16,12,20,32,0.40909090909090906,16,16,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
94,"[13, 2, 20, 5, 6, 0, 12, -12, 15, 12]","[15, 0, 12, 5, -12, 20, 12, 6, 13, 2]","[15, 4, 22, 7, 8, 2, 14, -10, 17, 14]","[26, 4, 40, 10, 12, 0, 24, -24, 30, 24]","[0.07692307692307693, 0.5, 0.05, 0.2, 0.16666666666666666, 'ZeroDivisionError', 0.08333333333333333, -0.08333333333333333, 0.06666666666666667, 0.08333333333333333]","[13, 2, 20, 2, 5, 6, 0, 12, -12, 15, 12]","[13, 2, 20, 5, 6, 0, 12, -12, 12]",27,32,31,54,error,27,25,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
95,[8],[8],[10],[16],[0.125],"[2, 8]",[],error,error,error,error,error,10,error,error,error,error,error,error,error,error,error,error,error
96,"[-6, 12, 0, 20, 28, 10, 28, -13, 9]","[10, 20, 28, 12, -6, 9, -13, 0, 28]","[-4, 14, 2, 22, 30, 12, 30, -11, 11]","[-12, 24, 0, 40, 56, 20, 56, -26, 18]","[-0.16666666666666666, 0.08333333333333333, 'ZeroDivisionError', 0.05, 0.03571428571428571, 0.1, 0.03571428571428571, -0.07692307692307693, 0.1111111111111111]","[-6, 12, 0, 20, 28, 10, 28, -13, 9, 2]","[-6, 12, 0, 20, 28, 10, -13, 9]",48,48,52,96,error,48,48,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
97,"[-8, -7, 19, 12, 16, 6, 12, 11, -8, -7, 19]","[19, 12, 19, 11, 12, -8, -7, 6, -7, -8, 16]","[-6, -5, 21, 14, 18, 8, 14, 13, -6, -5, 21]","[-16, -14, 38, 24, 32, 12, 24, 22, -16, -14, 38]","[-0.125, -0.14285714285714285, 0.05263157894736842, 0.08333333333333333, 0.0625, 0.16666666666666666, 0.08333333333333333, 0.09090909090909091, -0.125, -0.14285714285714285, 0.05263157894736842]","[-8, -7, 19, 12, 16, 6, 2, 12, 11, -8, -7, 19]","[-8, -7, 12, 16, 6, 12, 11, -8, -7, 19]",31,31,35,62,0.25,31,28,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
98,"[-8, 0, 25, 25, 18, -1, 7, -6]","[7, 18, 25, -6, 25, 0, -1, -8]","[-6, 2, 27, 27, 20, 1, 9, -4]","[-16, 0, 50, 50, 36, -2, 14, -12]","[-0.125, 'ZeroDivisionError', 0.04, 0.04, 0.05555555555555555, -1.0, 0.14285714285714285, -0.16666666666666666]","[-8, 0, 25, 25, 18, -1, 7, 2, -6]","[-8, 0, 25, 25, 18, 7, -6]",50,43,54,100,error,50,50,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
99,"[26, 15, 23, 10, -2, -17, -6, -15]","[23, -2, -15, 10, 26, -17, 15, -6]","[28, 17, 25, 12, 0, -15, -4, -13]","[52, 30, 46, 20, -4, -34, -12, -30]","[0.038461538461538464, 0.06666666666666667, 0.043478260869565216, 0.1, -0.5, -0.058823529411764705, -0.16666666666666666, -0.06666666666666667]","[26, 15, 23, 10, -2, -17, -6, -15, 2]","[15, 23, 10, -2, -17, -6, -15]",41,36,45,82,0.14347826086956522,41,38,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
