,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
167,"[-3, 10, 18, 6, 13, -3]","[-3, -3, 13, 10, 18, 6]","[-1, 12, 20, 8, 15, -1]","[-6, 20, 36, 12, 26, -6]","[-0.3333333333333333, 0.1, 0.05555555555555555, 0.16666666666666666, 0.07692307692307693, -0.3333333333333333]","[-3, 2, 10, 18, 6, 13, -3]","[-3, 10, 18, 13, -3]",41,41,53,82,-0.26752136752136746,43,35,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
168,"[-11, 14, -20, -28, -3, -21]","[-11, 14, -3, -21, -20, -28]","[-9, 16, -18, -26, -1, -19]","[-22, 28, -40, -56, -6, -42]","[-0.09090909090909091, 0.07142857142857142, -0.05, -0.03571428571428571, -0.3333333333333333, -0.047619047619047616]","[-11, 14, -20, -28, -3, -21, 2]","[-11, 14, -20, -3, -21]",-69,-69,-57,-138,-0.48614718614718616,-67,-41,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
169,"[7, 0, -11, -3, -11, -16, -9, -4, 15, -2, 3]","[7, -16, 0, 15, -11, -3, -2, -4, -9, -11, 3]","[9, 2, -9, -1, -9, -14, -7, -2, 17, 0, 5]","[14, 0, -22, -6, -22, -32, -18, -8, 30, -4, 6]","[0.14285714285714285, 'ZeroDivisionError', -0.09090909090909091, -0.3333333333333333, -0.09090909090909091, -0.0625, -0.1111111111111111, -0.25, 0.06666666666666667, -0.5, 0.3333333333333333]","[7, 0, 2, -11, -3, -11, -16, -9, -4, 15, -2, 3]","[7, 0, -11, -3, -11, -16, -9, 15, -2, 3]",-31,-31,-9,-62,error,-29,-27,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
170,[24],[24],[26],[48],[0.041666666666666664],"[24, 2]",[],24,24,26,48,0.041666666666666664,26,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
171,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
172,"[-11, -17, -2, -15, -4, 6, 9, -21, -1, 3, 8, -2]","[-1, 3, -4, 8, -17, -2, 6, 9, -21, -11, -15, -2]","[-9, -15, 0, -13, -2, 8, 11, -19, 1, 5, 10, 0]","[-22, -34, -4, -30, -8, 12, 18, -42, -2, 6, 16, -4]","[-0.09090909090909091, -0.058823529411764705, -0.5, -0.06666666666666667, -0.25, 0.16666666666666666, 0.1111111111111111, -0.047619047619047616, -1.0, 0.3333333333333333, 0.125, -0.5]","[-11, -17, -2, -15, -4, 6, 9, -21, 2, -1, 3, 8, -2]","[-11, -17, -2, -15, -4, 9, -21, -1, 3, 8, -2]",-47,-47,-23,-94,-1.777907223495459,-45,-53,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
173,"[13, -3, 5, -16, 21, 17]","[13, 5, 17, -3, -16, 21]","[15, -1, 7, -14, 23, 19]","[26, -6, 10, -32, 42, 34]","[0.07692307692307693, -0.3333333333333333, 0.2, -0.0625, 0.047619047619047616, 0.058823529411764705]","[13, -3, 2, 5, -16, 21, 17]","[-3, 5, -16, 21, 17]",37,37,49,74,-0.012467679379444055,39,24,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
174,[13],[13],[15],[26],[0.07692307692307693],"[2, 13]",[],13,13,15,26,0.07692307692307693,15,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
175,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
176,"[6, -1, 16, 4, 3]","[6, -1, 3, 4, 16]","[8, 1, 18, 6, 5]","[12, -2, 32, 8, 6]","[0.16666666666666666, -1.0, 0.0625, 0.25, 0.3333333333333333]","[6, -1, 16, 2, 4, 3]","[6, -1, 16, 4]",28,28,38,56,-0.18750000000000006,30,25,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
177,"[17, 29, 15, -21]","[17, 15, 29, -21]","[19, 31, 17, -19]","[34, 58, 30, -42]","[0.058823529411764705, 0.034482758620689655, 0.06666666666666667, -0.047619047619047616]","[17, 2, 29, 15, -21]","[17, 29, -21]",40,40,48,80,0.11235390708007342,42,25,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
178,"[-5, -32, -2, 1, 27, 28, -11, 13, -30, 2, 12, 27, 10]","[28, -30, 12, 1, 27, -11, 13, -32, -5, -2, 10, 2, 27]","[-3, -30, 0, 3, 29, 30, -9, 15, -28, 4, 14, 29, 12]","[-10, -64, -4, 2, 54, 56, -22, 26, -60, 4, 24, 54, 20]","[-0.2, -0.03125, -0.5, 1.0, 0.037037037037037035, 0.03571428571428571, -0.09090909090909091, 0.07692307692307693, -0.03333333333333333, 0.5, 0.08333333333333333, 0.037037037037037035, 0.1]","[-5, -32, -2, 2, 1, 27, 28, -11, 13, -30, 2, 12, 27, 10]","[-5, -32, -2, 27, 28, -11, 13, -30, 2, 12, 27, 10]",40,40,66,80,1.014552345802346,42,39,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
179,"[18, -3]","[-3, 18]","[20, -1]","[36, -6]","[0.05555555555555555, -0.3333333333333333]","[18, 2, -3]",[18],15,15,19,30,-0.2777777777777778,17,18,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
180,"[15, -16, 1, -3, -3, 14, -11, 18, 9]","[-3, 14, 18, 1, -11, -16, -3, 15, 9]","[17, -14, 3, -1, -1, 16, -9, 20, 11]","[30, -32, 2, -6, -6, 28, -22, 36, 18]","[0.06666666666666667, -0.0625, 1.0, -0.3333333333333333, -0.3333333333333333, 0.07142857142857142, -0.09090909090909091, 0.05555555555555555, 0.1111111111111111]","[15, -16, 1, -3, -3, 14, 2, -11, 18, 9]","[15, -16, 1, -3, -3, 14, 18, 9]",24,24,42,48,0.4846861471861473,26,35,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
181,"[3, -18]","[-18, 3]","[5, -16]","[6, -36]","[0.3333333333333333, -0.05555555555555555]","[3, 2, -18]",[-18],-15,-15,-11,-30,0.2777777777777778,-13,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
182,"[1, 2, -12, 2, -3, -15, 0, 7, 9]","[0, 1, 2, 2, -3, 7, 9, -15, -12]","[3, 4, -10, 4, -1, -13, 2, 9, 11]","[2, 4, -24, 4, -6, -30, 0, 14, 18]","[1.0, 0.5, -0.08333333333333333, 0.5, -0.3333333333333333, -0.06666666666666667, 'ZeroDivisionError', 0.14285714285714285, 0.1111111111111111]","[1, 2, -12, 2, -3, -15, 0, 7, 9, 2]","[2, -12, 2, -3, -15, 0, 7, 9]",-9,-9,9,-18,error,-7,-10,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
183,"[-14, 15]","[15, -14]","[-12, 17]","[-28, 30]","[-0.07142857142857142, 0.06666666666666667]","[2, -14, 15]",[-14],1,1,5,2,-0.004761904761904759,3,-14,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
184,"[-4, -4, 12, 5, -2, -7, 14, 6, 4, 9, 7, 16, 15]","[9, 5, -4, 16, 7, -4, -7, 12, 4, -2, 14, 15, 6]","[-2, -2, 14, 7, 0, -5, 16, 8, 6, 11, 9, 18, 17]","[-8, -8, 24, 10, -4, -14, 28, 12, 8, 18, 14, 32, 30]","[-0.25, -0.25, 0.08333333333333333, 0.2, -0.5, -0.14285714285714285, 0.07142857142857142, 0.16666666666666666, 0.25, 0.1111111111111111, 0.14285714285714285, 0.0625, 0.06666666666666667]","[-4, -4, 12, 5, -2, -7, 14, 6, 4, 9, 7, 2, 16, 15]","[-4, -4, 12, 5, -2, -7, 14, 6, 4, 9, 7, 15]",71,71,97,142,0.011706349206349068,73,55,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
185,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
186,"[27, 7, 2, 21]","[21, 2, 27, 7]","[29, 9, 4, 23]","[54, 14, 4, 42]","[0.037037037037037035, 0.14285714285714285, 0.5, 0.047619047619047616]","[27, 7, 2, 2, 21]","[7, 2, 21]",57,57,65,114,0.7275132275132274,59,30,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
187,"[13, -7, -10, -14, 6, -14, -11, 7, 15]","[-14, -7, 6, -14, -10, -11, 13, 7, 15]","[15, -5, -8, -12, 8, -12, -9, 9, 17]","[26, -14, -20, -28, 12, -28, -22, 14, 30]","[0.07692307692307693, -0.14285714285714285, -0.1, -0.07142857142857142, 0.16666666666666666, -0.07142857142857142, -0.09090909090909091, 0.14285714285714285, 0.06666666666666667]","[13, -7, -10, -14, 6, -14, -11, 7, 15, 2]","[13, -7, -10, -14, 6, -14, 7, 15]",-15,-15,3,-30,-0.023509823509823516,-13,-4,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
188,[7],[7],[9],[14],[0.14285714285714285],"[7, 2]",[],7,7,9,14,0.14285714285714285,9,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
189,"[-6, 13, -9, 8, -2, 15, -3, 9, 15, 13, 9]","[15, 15, 13, 8, 13, -2, 9, -3, 9, -9, -6]","[-4, 15, -7, 10, 0, 17, -1, 11, 17, 15, 11]","[-12, 26, -18, 16, -4, 30, -6, 18, 30, 26, 18]","[-0.16666666666666666, 0.07692307692307693, -0.1111111111111111, 0.125, -0.5, 0.06666666666666667, -0.3333333333333333, 0.1111111111111111, 0.06666666666666667, 0.07692307692307693, 0.1111111111111111]","[-6, 13, 2, -9, 8, -2, 15, -3, 9, 15, 13, 9]","[-6, 13, -9, 8, -2, 15, 9, 15, 13, 9]",62,62,84,124,-0.4767094017094016,64,65,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
190,"[-16, -5, 16, 8, 16, -9, -13, 3, 10, 4, 4, -7, -3]","[-9, 10, -13, 8, 4, -3, -5, -7, 4, -16, 3, 16, 16]","[-14, -3, 18, 10, 18, -7, -11, 5, 12, 6, 6, -5, -1]","[-32, -10, 32, 16, 32, -18, -26, 6, 20, 8, 8, -14, -6]","[-0.0625, -0.2, 0.0625, 0.125, 0.0625, -0.1111111111111111, -0.07692307692307693, 0.3333333333333333, 0.1, 0.25, 0.25, -0.14285714285714285, -0.3333333333333333]","[2, -16, -5, 16, 8, 16, -9, -13, 3, 10, 4, 4, -7, -3]","[-16, -5, 16, 8, 16, -9, -13, 3, 4, 4, -7, -3]",8,8,34,16,0.25660866910866903,10,-2,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
191,"[0, -11, 22, -16, -20, 20, 11]","[11, -11, 22, -20, 20, 0, -16]","[2, -9, 24, -14, -18, 22, 13]","[0, -22, 44, -32, -40, 40, 22]","['ZeroDivisionError', -0.09090909090909091, 0.045454545454545456, -0.0625, -0.05, 0.05, 0.09090909090909091]","[0, -11, 22, -16, -20, 20, 2, 11]","[0, -11, 22, -16, 20, 11]",6,6,20,12,error,8,26,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
192,"[-2, 19, 6, 15, -15, 22, 1, 14]","[1, 22, 15, -15, 14, -2, 6, 19]","[0, 21, 8, 17, -13, 24, 3, 16]","[-4, 38, 12, 30, -30, 44, 2, 28]","[-0.5, 0.05263157894736842, 0.16666666666666666, 0.06666666666666667, -0.06666666666666667, 0.045454545454545456, 1.0, 0.07142857142857142]","[-2, 19, 6, 15, -15, 22, 1, 2, 14]","[-2, 6, 15, -15, 22, 1, 14]",60,60,76,120,0.8361813624971519,62,41,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
193,"[-5, 28, -32, -16, -32, -23, 9, 18, 19, -12, -8, -34, 22, -9]","[22, -9, -32, -32, -16, -34, 19, -23, -12, 18, 28, -5, 9, -8]","[-3, 30, -30, -14, -30, -21, 11, 20, 21, -10, -6, -32, 24, -7]","[-10, 56, -64, -32, -64, -46, 18, 36, 38, -24, -16, -68, 44, -18]","[-0.2, 0.03571428571428571, -0.03125, -0.0625, -0.03125, -0.043478260869565216, 0.1111111111111111, 0.05555555555555555, 0.05263157894736842, -0.08333333333333333, -0.125, -0.029411764705882353, 0.045454545454545456, -0.1111111111111111]","[-5, 28, -32, -16, -32, -23, 9, 2, 18, 19, -12, -8, -34, 22, -9]","[-5, 28, -32, -16, -32, -23, 9, 18, 19, -8, -34, 22, -9]",-75,-75,-47,-150,-0.4168673932370258,-73,-63,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
194,"[25, -22, 23, -19, -24, 25, -6, 27, -2, -16, 3, 10, -2]","[3, -6, -2, -2, -16, 23, 25, 25, 27, 10, -19, -24, -22]","[27, -20, 25, -17, -22, 27, -4, 29, 0, -14, 5, 12, 0]","[50, -44, 46, -38, -48, 50, -12, 54, -4, -32, 6, 20, -4]","[0.04, -0.045454545454545456, 0.043478260869565216, -0.05263157894736842, -0.041666666666666664, 0.04, -0.16666666666666666, 0.037037037037037035, -0.5, -0.0625, 0.3333333333333333, 0.1, -0.5]","[25, -22, 23, -19, 2, -24, 25, -6, 27, -2, -16, 3, 10, -2]","[25, -22, 23, -19, -24, 25, -6, 27, -2, -16, 10, -2]",22,22,48,44,-0.7750708264953116,24,19,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
195,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
196,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
197,"[-31, -3, -10, 16, 4, 15, -16, 6, 9, 6, 2]","[6, 16, -31, -10, -16, 9, 4, 15, -3, 2, 6]","[-29, -1, -8, 18, 6, 17, -14, 8, 11, 8, 4]","[-62, -6, -20, 32, 8, 30, -32, 12, 18, 12, 4]","[-0.03225806451612903, -0.3333333333333333, -0.1, 0.0625, 0.25, 0.06666666666666667, -0.0625, 0.16666666666666666, 0.1111111111111111, 0.16666666666666666, 0.5]","[-31, -3, -10, 16, 4, 15, -16, 2, 6, 9, 6, 2]","[-31, -3, -10, 16, 4, 15, 6, 9, 6, 2]",-2,-2,20,-4,0.7955197132616487,0,14,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
198,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
199,"[-1, 19, 20, 8, -13]","[8, -13, 19, 20, -1]","[1, 21, 22, 10, -11]","[-2, 38, 40, 16, -26]","[-1.0, 0.05263157894736842, 0.05, 0.125, -0.07692307692307693]","[-1, 2, 19, 20, 8, -13]","[-1, 19, 20, -13]",33,33,43,66,-0.8492914979757085,35,25,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
200,"[-21, 4, -15]","[-15, 4, -21]","[-19, 6, -13]","[-42, 8, -30]","[-0.047619047619047616, 0.25, -0.06666666666666667]","[2, -21, 4, -15]","[-21, 4]",-32,-32,-26,-64,0.13571428571428573,-30,-17,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
201,"[4, -24, -2]","[-2, -24, 4]","[6, -22, 0]","[8, -48, -4]","[0.25, -0.041666666666666664, -0.5]","[4, -24, -2, 2]","[-24, -2]",-22,-22,-16,-44,-0.29166666666666663,-20,-26,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
202,"[-12, -22]","[-22, -12]","[-10, -20]","[-24, -44]","[-0.08333333333333333, -0.045454545454545456]","[-12, 2, -22]",[-12],-34,-34,-30,-68,-0.12878787878787878,-32,-12,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
203,[22],[22],[24],[44],[0.045454545454545456],"[2, 22]",[],22,22,24,44,0.045454545454545456,24,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
204,"[-13, 14, 9, 6]","[14, 9, 6, -13]","[-11, 16, 11, 8]","[-26, 28, 18, 12]","[-0.07692307692307693, 0.07142857142857142, 0.1111111111111111, 0.16666666666666666]","[-13, 14, 9, 2, 6]","[-13, 14, 9]",16,16,24,32,0.27228327228327226,18,10,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
205,"[21, -15, -10, 21, 11, -7, -11, -16, 28, 12, 21, -11, 16, -7]","[12, -15, 21, -11, 28, -7, 11, -7, -16, -11, 16, 21, -10, 21]","[23, -13, -8, 23, 13, -5, -9, -14, 30, 14, 23, -9, 18, -5]","[42, -30, -20, 42, 22, -14, -22, -32, 56, 24, 42, -22, 32, -14]","[0.047619047619047616, -0.06666666666666667, -0.1, 0.047619047619047616, 0.09090909090909091, -0.14285714285714285, -0.09090909090909091, -0.0625, 0.03571428571428571, 0.08333333333333333, 0.047619047619047616, -0.09090909090909091, 0.0625, -0.14285714285714285]","[21, -15, -10, 21, 11, -7, -11, -16, 28, 2, 12, 21, -11, 16, -7]","[21, -15, -10, 21, 11, -7, -11, -16, 28, 21, -11, 16, -7]",53,53,81,106,-0.2813852813852814,55,41,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
206,"[5, 3, 18, -2, 3, 11, 14]","[-2, 18, 3, 11, 14, 3, 5]","[7, 5, 20, 0, 5, 13, 16]","[10, 6, 36, -4, 6, 22, 28]","[0.2, 0.3333333333333333, 0.05555555555555555, -0.5, 0.3333333333333333, 0.09090909090909091, 0.07142857142857142]","[2, 5, 3, 18, -2, 3, 11, 14]","[3, 18, -2, 3, 11, 14]",52,52,66,104,0.5845598845598845,54,47,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
207,"[-30, -23, -13, 12, 5, 19, 20, 10, 15, 11, -21]","[19, 11, -21, 20, 12, 5, -23, -13, 10, 15, -30]","[-28, -21, -11, 14, 7, 21, 22, 12, 17, 13, -19]","[-60, -46, -26, 24, 10, 38, 40, 20, 30, 22, -42]","[-0.03333333333333333, -0.043478260869565216, -0.07692307692307693, 0.08333333333333333, 0.2, 0.05263157894736842, 0.05, 0.1, 0.06666666666666667, 0.09090909090909091, -0.047619047619047616]","[-30, -23, 2, -13, 12, 5, 19, 20, 10, 15, 11, -21]","[-30, -23, -13, 12, 5, 19, 20, 10, 11, -21]",5,5,27,10,0.4421869511114363,7,-10,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
208,"[-22, 21, -7, -25, 18, -29, -21, -10, 10, -10, -32]","[10, -10, -25, -7, 18, -21, -22, -29, 21, -10, -32]","[-20, 23, -5, -23, 20, -27, -19, -8, 12, -8, -30]","[-44, 42, -14, -50, 36, -58, -42, -20, 20, -20, -64]","[-0.045454545454545456, 0.047619047619047616, -0.14285714285714285, -0.04, 0.05555555555555555, -0.034482758620689655, -0.047619047619047616, -0.1, 0.1, -0.1, -0.03125]","[2, -22, 21, -7, -25, 18, -29, -21, -10, 10, -10, -32]","[-22, 21, -7, -25, 18, -29, -21, 10, -10, -32]",-107,-107,-85,-214,-0.3384888913768225,-105,-97,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
209,"[-2, 14, 8, 6, -17]","[-17, 6, 14, 8, -2]","[0, 16, 10, 8, -15]","[-4, 28, 16, 12, -34]","[-0.5, 0.07142857142857142, 0.125, 0.16666666666666666, -0.058823529411764705]","[-2, 14, 8, 6, 2, -17]","[-2, 14, 8, 6]",9,9,19,18,-0.19572829131652664,11,26,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
210,"[-2, -8, 7, -17, 12, 1, -4, -19, -18, 5, -16]","[5, -4, 1, 7, -17, -16, -2, -19, -8, 12, -18]","[0, -6, 9, -15, 14, 3, -2, -17, -16, 7, -14]","[-4, -16, 14, -34, 24, 2, -8, -38, -36, 10, -32]","[-0.5, -0.125, 0.14285714285714285, -0.058823529411764705, 0.08333333333333333, 1.0, -0.25, -0.05263157894736842, -0.05555555555555555, 0.2, -0.0625]","[-2, -8, 7, -17, 12, 1, -4, -19, -18, 5, -16, 2]","[-2, 7, -17, 12, 1, -4, -19, -18, 5, -16]",-59,-59,-37,-118,0.32167981227578757,-57,-51,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
211,"[8, 18, 0, -12, -4, -4, 24, 15, -16, 25, -15, 13, -15, 14]","[24, 25, 14, 18, 8, 15, 13, 0, -16, -15, -15, -4, -4, -12]","[10, 20, 2, -10, -2, -2, 26, 17, -14, 27, -13, 15, -13, 16]","[16, 36, 0, -24, -8, -8, 48, 30, -32, 50, -30, 26, -30, 28]","[0.125, 0.05555555555555555, 'ZeroDivisionError', -0.08333333333333333, -0.25, -0.25, 0.041666666666666664, 0.06666666666666667, -0.0625, 0.04, -0.06666666666666667, 0.07692307692307693, -0.06666666666666667, 0.07142857142857142]","[8, 18, 0, -12, -4, -4, 24, 15, -16, 25, -15, 2, 13, -15, 14]","[8, 18, 0, -12, -4, 24, 15, -16, 25, -15, 13, -15, 14]",51,51,79,102,error,53,55,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
212,"[2, -20, 8, 28, 1, 8, 16, -6, -11]","[8, 16, -11, 8, -20, -6, 1, 2, 28]","[4, -18, 10, 30, 3, 10, 18, -4, -9]","[4, -40, 16, 56, 2, 16, 32, -12, -22]","[0.5, -0.05, 0.125, 0.03571428571428571, 1.0, 0.125, 0.0625, -0.16666666666666666, -0.09090909090909091]","[2, -20, 2, 8, 28, 1, 8, 16, -6, -11]","[2, -20, 8, 28, 1, 8, 16, -6]",26,26,44,52,1.5406385281385282,28,37,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
213,"[-16, 13]","[13, -16]","[-14, 15]","[-32, 26]","[-0.0625, 0.07692307692307693]","[-16, 2, 13]",[-16],-3,-3,1,-6,0.014423076923076927,-1,-16,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
214,"[10, 8, 10, -10, -5, -3]","[-3, -5, 10, -10, 8, 10]","[12, 10, 12, -8, -3, -1]","[20, 16, 20, -20, -10, -6]","[0.1, 0.125, 0.1, -0.1, -0.2, -0.3333333333333333]","[10, 8, 10, -10, -5, -3, 2]","[8, 10, -10, -5, -3]",10,10,22,20,-0.30833333333333335,12,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
215,"[9, -7, -18, -20, -19, 19, -16, 5, -6, -19, 16, -3, 18, -6]","[-19, -18, 18, -6, -3, -16, 5, 19, -7, -20, 16, 9, -19, -6]","[11, -5, -16, -18, -17, 21, -14, 7, -4, -17, 18, -1, 20, -4]","[18, -14, -36, -40, -38, 38, -32, 10, -12, -38, 32, -6, 36, -12]","[0.1111111111111111, -0.14285714285714285, -0.05555555555555555, -0.05, -0.05263157894736842, 0.05263157894736842, -0.0625, 0.2, -0.16666666666666666, -0.05263157894736842, 0.0625, -0.3333333333333333, 0.05555555555555555, -0.16666666666666666]","[9, -7, -18, -20, -19, 19, -16, 5, -6, -19, 16, -3, 2, 18, -6]","[9, -18, -20, -19, 19, -16, 5, -6, -19, 16, -3, 18, -6]",-47,-47,-19,-94,-0.6010442773600667,-45,-40,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
216,[-2],[-2],[0],[-4],[-0.5],"[2, -2]",[],-2,-2,0,-4,-0.5,0,0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
217,"[-6, 0, -1, -10]","[0, -1, -6, -10]","[-4, 2, 1, -8]","[-12, 0, -2, -20]","[-0.16666666666666666, 'ZeroDivisionError', -1.0, -0.1]","[-6, 0, 2, -1, -10]","[0, -1, -10]",-17,-17,-9,-34,error,-15,-11,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
218,"[21, -9, -20, -29, 20]","[20, -20, -9, 21, -29]","[23, -7, -18, -27, 22]","[42, -18, -40, -58, 40]","[0.047619047619047616, -0.1111111111111111, -0.05, -0.034482758620689655, 0.05]","[21, 2, -9, -20, -29, 20]","[21, -9, -29, 20]",-17,-17,-7,-34,-0.09797482211275314,-15,3,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
219,"[9, 12, 10, -6]","[10, -6, 12, 9]","[11, 14, 12, -4]","[18, 24, 20, -12]","[0.1111111111111111, 0.08333333333333333, 0.1, -0.16666666666666666]","[9, 12, 10, 2, -6]","[9, 12, 10]",25,25,33,50,0.12777777777777774,27,31,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
220,"[-27, 23, 15]","[23, 15, -27]","[-25, 25, 17]","[-54, 46, 30]","[-0.037037037037037035, 0.043478260869565216, 0.06666666666666667]","[-27, 23, 15, 2]","[23, 15]",11,11,17,22,0.07310789049919485,13,38,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
221,"[-14, 4, 0, -18, -13, -2, 20, -20, 20, 14, 4, 11]","[-2, 4, -13, 4, 20, 14, 20, 11, 0, -18, -20, -14]","[-12, 6, 2, -16, -11, 0, 22, -18, 22, 16, 6, 13]","[-28, 8, 0, -36, -26, -4, 40, -40, 40, 28, 8, 22]","[-0.07142857142857142, 0.25, 'ZeroDivisionError', -0.05555555555555555, -0.07692307692307693, -0.5, 0.05, -0.05, 0.05, 0.07142857142857142, 0.25, 0.09090909090909091]","[-14, 4, 0, -18, -13, -2, 20, -20, 20, 14, 4, 2, 11]","[-14, 4, 0, -18, -13, -2, 20, -20, 14, 4, 11]",6,6,30,12,error,8,-14,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
222,"[8, -24, -9, -9]","[-9, -9, 8, -24]","[10, -22, -7, -7]","[16, -48, -18, -18]","[0.125, -0.041666666666666664, -0.1111111111111111, -0.1111111111111111]","[8, -24, 2, -9, -9]","[8, -9, -9]",-34,-34,-26,-68,-0.13888888888888887,-32,-10,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
223,"[-3, 3]","[3, -3]","[-1, 5]","[-6, 6]","[-0.3333333333333333, 0.3333333333333333]","[-3, 3, 2]",[-3],0,0,4,0,0.0,2,-3,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
224,[23],[23],[25],[46],[0.043478260869565216],"[2, 23]",[],23,23,25,46,0.043478260869565216,25,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
225,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
226,"[1, 20, -15, 14, 25, -11, 17, 22, 8, 4, 1, 14, -8, 26]","[1, 4, 26, 14, 20, 8, -11, 1, 17, -8, 14, -15, 22, 25]","[3, 22, -13, 16, 27, -9, 19, 24, 10, 6, 3, 16, -6, 28]","[2, 40, -30, 28, 50, -22, 34, 44, 16, 8, 2, 28, -16, 52]","[1.0, 0.05, -0.06666666666666667, 0.07142857142857142, 0.04, -0.09090909090909091, 0.058823529411764705, 0.045454545454545456, 0.125, 0.25, 1.0, 0.07142857142857142, -0.125, 0.038461538461538464]","[1, 20, -15, 14, 25, -11, 17, 22, 8, 4, 1, 14, -8, 2, 26]","[1, 20, -15, 14, 25, -11, 17, 22, 8, 4, 1, 14, 26]",118,118,146,236,2.468020998609234,120,126,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
